       1
  -0.0076065700   0.0000000000  -0.0060770600
   0.0076065500   0.0000000000  -0.0060770400
  -0.0076065700   0.0000000000   0.0060770400
   0.0076065900   0.0000000000   0.0060770600
   0.0222735600   0.0000000000  -0.0104798700
  -0.0222735900   0.0000000000  -0.0104798600
   0.0222736000   0.0000000000   0.0104798700
  -0.0222735700   0.0000000000   0.0104798700
  -0.0158769200   0.0000000000  -0.0111843200
   0.0158769500   0.0000000000  -0.0111843200
  -0.0158769600   0.0000000000   0.0111843100
   0.0158769300   0.0000000000   0.0111843300
  -0.0001090300   0.0228727000   0.0060146700
   0.0001090100   0.0228727000   0.0060146500
  -0.0001090300  -0.0228727000   0.0060146600
  -0.0001090300   0.0228727100  -0.0060146500
   0.0001090500  -0.0228727000  -0.0060146600
  -0.0001090300  -0.0228727100  -0.0060146500
   0.0001090500   0.0228727000  -0.0060146600
   0.0001090100  -0.0228727000   0.0060146500
   0.0178425400  -0.0018620600   0.0089643200
  -0.0178425800  -0.0018620700   0.0089643100
   0.0178425400   0.0018620600   0.0089643200
   0.0178425800  -0.0018620600  -0.0089643300
  -0.0178425400   0.0018620500  -0.0089643100
   0.0178425800   0.0018620700  -0.0089643300
  -0.0178425400  -0.0018620600  -0.0089643100
  -0.0178425800   0.0018620600   0.0089643100
  -0.0092107100   0.0000000000   0.0041832200
   0.0092107000   0.0000000000   0.0041832200
  -0.0092107200   0.0000000000  -0.0041832100
   0.0092107300   0.0000000000  -0.0041832300
   0.0081435700   0.0000000000   0.0010889300
  -0.0081436200   0.0000000000   0.0010889000
   0.0081436400   0.0000000000  -0.0010889200
  -0.0081435900   0.0000000000  -0.0010889100
  -0.0027537900   0.0000000000  -0.0007963100
   0.0027538000   0.0000000000  -0.0007963200
  -0.0027537700   0.0000000000   0.0007963000
   0.0027537700   0.0000000000   0.0007963200
  -0.0037780500   0.0000000000   0.0089067600
   0.0037780800   0.0000000000   0.0089067700
  -0.0037780600   0.0000000000  -0.0089067700
   0.0037780400   0.0000000000  -0.0089067600
   0.0075500800   0.0000000000  -0.0013523000
  -0.0075500800   0.0000000000  -0.0013523100
   0.0075500600   0.0000000000   0.0013523000
  -0.0075500600   0.0000000000   0.0013523100
   0.0046742100   0.0000000000   0.0006964500
  -0.0046741700   0.0000000000   0.0006964500
   0.0046741600   0.0000000000  -0.0006964400
  -0.0046741900   0.0000000000  -0.0006964500
       2
   0.0000000000   0.0000000000   0.0000000200
   0.0000000000   0.0000013400  -0.0000000200
   0.0000000000   0.0000000000  -0.0000000400
   0.0000000000  -0.0000013400   0.0000000300
       3
   0.0000000000   0.0000000000   0.0000000000
       4
   0.0001362800  -0.0002420700   0.0160441100
   0.0005416000   0.0021575600  -0.0136329400
   0.0004689000   0.0003684100   0.0013877600
  -0.0011467800  -0.0022839000  -0.0037989300
       5
   0.0000000000   0.0000000000   0.0104099200
  -0.0000000100   0.0000000000  -0.0026907600
   0.0000000100   0.0000000100   0.0003923200
   0.0000000000  -0.0000000100   0.0001876700
   0.0000000000   0.0000000000  -0.0000548000
   0.0000000000   0.0000000000   0.0000565600
   0.0000000100   0.0000000000  -0.0001924700
   0.0000000100   0.0000000100  -0.0003934000
   0.0000000000  -0.0000000100   0.0026926000
   0.0000000000  -0.0000000100  -0.0104076400
       6
  -0.0027850700  -0.0004362100   0.0044066100
   0.0010425100   0.0018762700   0.0112056300
   0.0040213400  -0.0016505000  -0.0158189300
  -0.0022787800   0.0002104400   0.0002066900
       7
   0.0000000000   0.0000000000   0.0157716000
   0.0000000100   0.0000000000   0.0000015100
   0.0000000000   0.0000000000   0.0000000000
   0.0000000000   0.0000000000  -0.0000015100
   0.0000000000   0.0000000000  -0.0157716000
       8
   0.0000000000   0.0000000000   0.0000000000
       9
   0.0000000200   0.0000000000   0.0151534900
  -0.0000000100   0.0000000000  -0.0036208900
   0.0000000200   0.0000000100   0.0003121700
  -0.0000000100   0.0000000000  -0.0002958100
  -0.0000000100  -0.0000000100   0.0002958300
  -0.0000000100   0.0000000000  -0.0003121100
   0.0000000100   0.0000000000   0.0036207100
  -0.0000000100   0.0000000000  -0.0151534000
      10
   0.0000000000   0.0000000000   0.0000000000
      11
   0.0020654700  -0.0010637600   0.0015916700
  -0.0015866800  -0.0018580500   0.0018695700
  -0.0003408200   0.0028781100  -0.0022172000
  -0.0007458700   0.0020251600   0.0013952900
  -0.0011816200  -0.0010572400  -0.0011868300
   0.0019962300   0.0005566500  -0.0027624900
  -0.0019416200   0.0004001200   0.0024696900
   0.0017349000  -0.0018810000  -0.0011597000
      12
   0.0000332300   0.0006984200   0.0006276200
  -0.0007690100  -0.0014319700  -0.0007616400
  -0.0013201300   0.0012682600   0.0049120800
   0.0005661300  -0.0008841900  -0.0005573000
   0.0011279100   0.0004261800  -0.0039849700
   0.0000370200   0.0002738700   0.0005450200
   0.0003939000  -0.0007381800  -0.0045166300
  -0.0000690500   0.0003876300   0.0037358100
      13
  -0.0120297400  -0.0088627000  -0.0109723000
  -0.0071889700  -0.0025453900  -0.0108653500
  -0.0098802900  -0.0047262000  -0.0068083400
  -0.0111727300  -0.0067605600  -0.0071840400
  -0.0166502300  -0.0047537300  -0.0030456100
  -0.0064715200  -0.0053284100  -0.0069186000
  -0.0129189900  -0.0080781000  -0.0059146100
  -0.0106002300  -0.0051358100  -0.0089207200
   0.0134791200   0.0088984200   0.0103751600
   0.0083152100   0.0053824500   0.0082005500
   0.0139733400   0.0025938400   0.0024713200
   0.0087799100   0.0085000400   0.0086724200
   0.0117708600   0.0056177400   0.0083482600
   0.0074152600  -0.0001475500   0.0098459100
   0.0116620200   0.0071739700   0.0076698700
   0.0115169600   0.0081720000   0.0050460800
      14
  -0.0126461900  -0.0122060700   0.0152369300
   0.0172656600  -0.0021426100  -0.0014228600
  -0.0241582100  -0.0054342100  -0.0013106100
  -0.0502234500  -0.0361760000   0.0120959400
   0.0038348700   0.0058945600  -0.0187168300
   0.0105062800  -0.0041537100   0.0221383900
   0.0156176200   0.0577776000   0.0116866300
   0.0251454700  -0.0197780800  -0.0037020600
  -0.0144977000  -0.0030388500  -0.0013943500
  -0.0162575100   0.0071929300  -0.0088304200
   0.0362408100  -0.0244887900   0.0048815700
  -0.0242291300  -0.0578901700  -0.0110027500
   0.0084301600   0.0324669200   0.0063903000
  -0.0658036100   0.0433276400  -0.0155894000
   0.0678991000   0.0325547900   0.0024073500
   0.0228758300  -0.0139059400  -0.0128678100
      15
   0.0000000100   0.0000000000   0.0198951300
   0.0000000000   0.0000000000  -0.0023587200
   0.0000000000   0.0000000000  -0.0001473100
  -0.0000000100   0.0000000100   0.0001047500
   0.0000000000   0.0000000000   0.0003009700
   0.0000000000  -0.0000000200  -0.0003012100
   0.0000000000   0.0000000000  -0.0001047500
   0.0000000000   0.0000000000   0.0001474000
   0.0000000000   0.0000000000   0.0023588200
   0.0000000000   0.0000000000  -0.0198950900
      16
  -0.0000000300   0.0000000100   0.0339547300
   0.0000000000   0.0000000000  -0.0084734400
  -0.0000000300   0.0000000000  -0.0009584900
   0.0000000100   0.0000000000   0.0000000000
  -0.0000000100  -0.0000000100   0.0009584800
   0.0000000000   0.0000000000   0.0084734500
   0.0000000500  -0.0000000100  -0.0339547200
      17
   0.0000000000   0.0000000000   0.0280690900
   0.0000000000   0.0000000000   0.0003893300
  -0.0000000100   0.0000000000   0.0000000000
   0.0000000000   0.0000000000  -0.0003893400
   0.0000000000   0.0000000000  -0.0280690700
      18
   0.0068318100  -0.0058939600  -0.0201576400
  -0.0212367400   0.0018521600   0.0113927600
  -0.0109729500  -0.0214712900   0.0038318400
  -0.0006881500  -0.0062163000  -0.0011210100
  -0.0085239400  -0.0046942400   0.0047425900
   0.0084717600   0.0230062900   0.0044108200
  -0.0010811900   0.0212803400   0.0044490300
   0.0271994100  -0.0078629800  -0.0075484000
      19
   0.0000000000   0.0000000000   0.0000000000
      20
   0.0000000000   0.0000000000   0.0000000000
      21
   0.0000000000   0.0000000000  -0.0108751600
   0.0000000000   0.0000000000  -0.0006874000
   0.0000000000   0.0000000000   0.0000517900
   0.0000000000   0.0000000000  -0.0000313700
   0.0000000000  -0.0000000100   0.0000316100
   0.0000000000   0.0000000000  -0.0000527600
   0.0000000000  -0.0000000100   0.0006877600
   0.0000000000   0.0000000100   0.0108755200
      22
  -0.0333390200  -0.0108566300   0.0197332100
   0.0265004600  -0.0193614800   0.0010073500
   0.0168535200   0.0193508900  -0.0127942000
   0.0319388500  -0.0002936000  -0.0523179600
  -0.0178779200  -0.0013843300  -0.0032565800
  -0.0299251500   0.0331834800   0.0250639600
  -0.0278712200  -0.0172901500   0.0387395700
   0.0337204700  -0.0033481800  -0.0161753500
      23
  -0.0007978100   0.0028851000  -0.0066216500
  -0.0013581900   0.0071519400   0.0034603900
   0.0027322200   0.0126970000  -0.0034926800
   0.0098651200  -0.0074003800   0.0108020600
   0.0069658400   0.0041067700  -0.0044376200
   0.0025580900   0.0019996800   0.0009656300
   0.0057482700   0.0024686500  -0.0028313500
   0.0057349500   0.0016701300  -0.0082503700
   0.0070890600  -0.0040594400  -0.0015772000
  -0.0004910600  -0.0020688100  -0.0000743500
  -0.0048217100  -0.0047442000   0.0055694600
  -0.0048575200  -0.0029650000  -0.0000487500
  -0.0017564100  -0.0089091900   0.0014760400
  -0.0040772900  -0.0023724400   0.0013653500
  -0.0166101600   0.0025301000  -0.0010183200
  -0.0059234000  -0.0029898900   0.0047133500
      24
   0.0000000000   0.0000000000   0.0000000000
      25
  -0.0000003900   0.0000000100   0.0267540500
  -0.0000000500   0.0000000100   0.0169926100
   0.0000004500  -0.0000000200  -0.0169926000
  -0.0000000100   0.0000000100  -0.0267540600
      26
   0.0000000000   0.0000000000   0.0000000000
   0.0000000100  -0.0000004900   0.0004255500
  -0.0000000100   0.0000004900  -0.0004255500
      27
   0.0000000000   0.0000000000  -0.0376104100
   0.0000000000   0.0000000100  -0.0059093000
   0.0000000000  -0.0000000200   0.0005738600
   0.0000000000   0.0000000000   0.0002422000
   0.0000000000   0.0000000100  -0.0002421500
   0.0000000000   0.0000000000  -0.0005738100
   0.0000000000   0.0000000000   0.0059092800
   0.0000000000   0.0000000000   0.0376103200
      28
  -0.0000000200   0.0000000100   0.1813557900
   0.0000000000   0.0000000000   0.0000000000
   0.0000000200  -0.0000000100  -0.1813557900
      29
   0.0000000000   0.0000000000   0.0000000000
      30
   0.0000000100   0.0000000000   0.0040312800
  -0.0000000100   0.0000000000   0.0021508600
   0.0000000000   0.0000000000  -0.0021508600
  -0.0000000100   0.0000000000  -0.0040312800
      31
   0.0000000000   0.0000000000   0.0000000000
      32
   0.0075068100   0.0125780900   0.0045727300
   0.0100215000  -0.0071494600  -0.0229246100
   0.0024508800  -0.0050085600  -0.0209934800
  -0.0220252800   0.0012356500   0.0209238200
   0.0004903700   0.0034943400   0.0247847400
  -0.0089007500   0.0083025800  -0.0149682300
   0.0118237600  -0.0096862600  -0.0027132200
  -0.0013672900  -0.0037663900   0.0113182500
      33
   0.0164606000  -0.0208187100   0.0005747000
   0.0144308100   0.0190128800   0.0037552200
  -0.0308914000   0.0018058300  -0.0043299200
      34
   0.0005900500   0.0046818600  -0.0216259400
  -0.0010061900   0.0004753600  -0.0059291200
   0.0046289600   0.0023363700   0.0111083900
  -0.0042128200  -0.0074935900   0.0164466800
      35
  -0.0000000100  -0.0000000100  -0.0302042300
   0.0000000000   0.0000000000  -0.0302042300
   0.0000000200  -0.0000000600  -0.0070233200
  -0.0000000200   0.0000000500  -0.0070233300
   0.0000000700   0.0000001800   0.0000000000
  -0.0000000700  -0.0000001800   0.0000000000
   0.0000000200  -0.0000000400   0.0070233200
  -0.0000000100   0.0000000500   0.0070233300
   0.0000000000  -0.0000000100   0.0302042300
   0.0000000000   0.0000000200   0.0302042300
      36
  -0.0006644400   0.0005917400  -0.0023894200
   0.0003221200  -0.0011313800  -0.0017077800
   0.0017413000  -0.0007723200   0.0033018800
   0.0011711900   0.0005851100   0.0028191600
  -0.0007711700   0.0007217400   0.0003535500
   0.0004668700   0.0007505900   0.0011133700
  -0.0008589900  -0.0005050000  -0.0022338600
  -0.0014068800  -0.0002404800  -0.0012569000
      37
   0.0000000000   0.0000000000   0.0000000000
   0.0000000000   0.0000000000   0.0000000000
      38
   0.0000000000   0.0000000000   0.0049580000
   0.0000000000  -0.0000000100   0.0002751600
   0.0000000000   0.0000000000  -0.0000219100
