   1    1        6.723935320      25.254472079      14.000011146
   1    2        5.039763081      19.377965457      10.597144294
   1    3        3.255775372      13.110738898       6.987447184
   1    4        1.258834531       6.212271266       3.051955790
   1    5        0.065687655       1.534428850       0.487180053
   1    6        2.429891876      42.066374351      12.308984399
   1    7        6.592843386     109.349826963      33.282859353
   1    8        0.781426698      19.113904436       5.227560796
   1    9        5.200796168      86.397357047      26.201435750
   1   10        0.154976389       7.724117518       1.911985564
   1   11        3.591364625      60.380943180      17.958549807
   1   12        0.000594571       1.669334904       0.347503545
   1   13        0.520309580      18.248490797       4.708262642
       -0.1359667057       -0.0918736578
