   1    1        1.139297895       4.586616238       2.438740784
   1    2        0.894176121       3.714027395       1.940943460
   1    3        0.610979114       2.703967909       1.367747237
   1    4        0.224868980       1.433491962       0.656832745
   1    5        0.011861113       0.414842749       0.113599616
   1    6        0.012062238       0.351676747       0.087737125
   1    7        0.035818846       0.922770442       0.241844521
   1    8        0.003109407       0.154258627       0.034747849
   1    9        0.028998833       0.725352321       0.188855245
   1   10        0.000404274       0.063349069       0.011492127
   1   11        0.018487208       0.497352441       0.125571318
   1   12        0.000000769       0.014432018       0.001765801
   1   13        0.001737457       0.132877896       0.027302802
       -0.1359667057       -0.0918736578
